Rank,Journal
17546,Journal of the Korean Society of Food Science and Nutrition
17547,Kuei Suan Jen Hsueh Pao/ Journal of the Chinese Ceramic Society
17548,Mathematical Modeling and Computing
17549,Pacific Focus
17550,Pedagogia Social
17551,Pediatric nursing
17552,Philanthropy and Education
17553,Plasma Research Express
17554,Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference
17555,Publications de l'Institut Mathematique
17556,Quaderni Costituzionali
17557,Russian Journal of Ecology
17558,Social Security Bulletin
17559,South African Journal of Chemistry
17560,Texas Heart Institute Journal
17561,Turk Kardiyoloji Dernegi Arsivi
17562,Acta Horticulturae Sinica
17563,Asia Oceania Journal of Nuclear Medicine and Biology
17564,Banks and Bank Systems
17565,Carpathian Journal of Earth and Environmental Sciences
17566,College and Research Libraries News
17567,Conference Record - IEEE Instrumentation and Measurement Technology Conference
17568,Current History
17569,Eurasian Journal of Educational Research
17570,European Journal of Education and Psychology
17571,Flux
17572,Historia Critica
17573,Ilmu Kelautan: Indonesian Journal of Marine Sciences
17574,International Area Studies Review
17575,International Journal of Electrical and Electronic Engineering and Telecommunications
17576,International Journal of Men's Social and Community Health
17577,International Review of Applied Sciences and Engineering
17578,Journal of Argumentation in Context
17579,Journal of Asian American Studies
17580,Journal of Cardiovascular Echography
17581,Journal of Cold War Studies
17582,Journal of Derivatives
17583,Journal of Financial Management
17584,Korean Journal of Adult Nursing
17585,Law Reform: Jurnal Pembaharuan Hukum
17586,Orthopadie
17587,Phlebologie
17588,Proceedings of the Indian Academy of Sciences: Mathematical Sciences
17589,Proceedings of the National Academy of Sciences India Section A - Physical Sciences
17590,Proceedings of the Zoological Institute of the Russian Academy of Sciences
17591,Radioengineering
17592,Revista de Derecho Administrativo Economico
17593,Revista Espanola de la Transparencia
17594,Scientia Agricultura Sinica
17595,Shokuhin eiseigaku zasshi. Journal of the Food Hygienic Society of Japan
17596,South East European Journal of Economics and Business
17597,Technology Architecture and Design
17598,Tripodos
17599,Vestnik Sankt-Peterburgskogo Universiteta. Ekonomika
17600,World Earthquake Engineering
17601,WSEAS Transactions on Mathematics
17602,Advances in Dual Diagnosis
17603,Annals of Corporate Governance
17604,Applied Mathematics and Mechanics
17605,Archives Europeennes de Sociologie
17606,Arqueologia Iberoamericana
17607,Arqueologia y Territorio Medieval
17608,Asphalt Paving Technology: Association of Asphalt Paving Technologists-Proceedings of the Technical Sessions
17609,Boyhood Studies
17610,Electronic Journal of Plant Breeding
17611,Environment and Ecology Research
17612,European Journal of Adapted Physical Activity
17613,Evidence Based Library and Information Practice
17614,Forest Systems
17615,Geomatica
17616,Habitat Sustentable
17617,Hunan Daxue Xuebao/Journal of Hunan University Natural Sciences
17618,InDret
17619,Interface: Communication
17620,International Journal of Management and Enterprise Development
17621,International Journal of Modelling
17622,Iranian Journal of Veterinary Research
17623,Journal of Apicultural Science
17624,Journal of Fish Taxonomy
17625,Journal of International Commerce
17626,Journal of Multiple-Valued Logic and Soft Computing
17627,Journal of Nanjing Forestry University (Natural Sciences Edition)
17628,Museum Worlds
17629,Neurocase
17630,Nutrition: X
17631,REACH
17632,Revista del Museo Argentino de Ciencias Naturales
17633,Revista Espanola de Linguistica Aplicada
17634,Revista Mexicana de Ciencias Forestales
17635,Romanian Astronomical Journal
17636,Silvae Genetica
17637,Vestnik Volgogradskogo Gosudarstvennogo Universiteta
17638,World Water Policy
17639,Acta Ortopedica Brasileira
17640,Agricultural Engineering
17641,Archivos de la Sociedad Espanola de Oftalmologia
17642,Biblical Annals
17643,Bulletin of the South Ural State University
17644,Case Reports in Critical Care
17645,Cogito
17646,Comunicacao e Sociedade
17647,Cuadernos de Prehistoria y Arqueologia de la Universidad de Granada
17648,Dongnan Daxue Xuebao (Ziran Kexue Ban)/Journal of Southeast University (Natural Science Edition)
17649,Duke Environmental Law and Policy Forum
17650,Education for Information
17651,European Journal of Ecology
17652,Evidence-Based Dentistry
17653,Experimental and Clinical Transplantation
17654,Food Research
17655,Forensic Science Review
17656,Geologia nefti i gaza
17657,Geotechnical Special Publication
17658,Ikala
17659,Indonesian Journal of Electrical Engineering and Computer Science
17660,Infectious Diseases and Immunity
17661,Intellectual Economics
17662,International Journal of Image and Graphics
17663,International journal of implant dentistry
17664,Izvestiya - Atmospheric and Oceanic Physics
17665,Jezyk Polski
17666,Journal of Healthcare Quality Research
17667,Journal of Mechanics of Materials and Structures
17668,Journal of Muslim Mental Health
17669,Journal of Nursing Measurement
17670,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP
17671,Journal of the Kansas Entomological Society
17672,Journal of Veterinary Dentistry
17673,Onomazein
17674,Physical and Occupational Therapy in Geriatrics
17675,Polish Journal of Ecology
17676,REDES
17677,Revija Za Socijalnu Politiku
17678,Revista Brasileira de Direito Processual Penal
17679,Revista de Arqueologia
17680,Revista Latinoamericana de Ciencias Sociales
17681,RUSI Journal
17682,Starinar
17683,Studies in Ethnicity and Nationalism
17684,Tappi Journal
17685,World Rabbit Science
17686,Archive of Mechanical Engineering
17687,Baltic Journal of Health and Physical Activity
17688,Biomedical Human Kinetics
17689,Biosystems Diversity
17690,Buffalo Law Review
17691,Case Reports in Dentistry
17692,Chemistry of Heterocyclic Compounds
17693,Comptes Rendus - Biologies
17694,Current Otorhinolaryngology Reports
17695,Dialectical Anthropology
17696,Engineering Transactions
17697,Entomological News
17698,European Education
17699,Food Science and Technology Research
17700,Gynecologie Obstetrique Fertilite et Senologie
17701,Hokkaido Mathematical Journal
17702,IEICE Transactions on Communications
17703,Industria Textila
17704,International Anesthesiology Clinics
17705,International Journal of Knowledge Management Studies
17706,Investment Management and Financial Innovations
17707,Journal for Peace and Nuclear Disarmament
17708,Journal of Education and Community Health
17709,Journal of Higher Education Outreach and Engagement
17710,Journal of Indonesian Economy and Business
17711,Journal of Interventional Medicine
17712,Journal of Music Theory
17713,Journal of System and Management Sciences
17714,Linguistics in the Netherlands
17715,Linguistics of the Tibeto-Burman Area
17716,Nuklearmedizin - NuclearMedicine
17717,Nursing Praxis in Aotearoa New Zealand
17718,Open Transportation Journal
17719,Polyolefins Journal
17720,Psykhe
17721,Reseaux
17722,Reviews in Medical Microbiology
17723,SPR Nanoscience
17724,Stapp car crash journal
17725,Veterinaria italiana
17726,Yosetsu Gakkai Ronbunshu/Quarterly Journal of the Japan Welding Society
17727,Zeitschrift fur Auslandisches Offentliches Recht und Volkerrecht
17728,Acta Agronomica Sinica(China)
17729,Advanced Journal of Chemistry
17730,African Identities
17731,African Journal of Thoracic and Critical Care Medicine
17732,Annotated Legal Documents on Islam in Europe
17733,Archivos Argentinos de Pediatria
17734,Balkan Social Science Review
17735,Baltic Forestry
17736,Baylor University Medical Center Proceedings
17737,Boletin Medico del Hospital Infantil de Mexico
17738,Bulletin of Experimental Biology and Medicine
17739,Bulletin of the Geological Survey of Finland
17740,Bulletin of the History of Medicine
17741,Computer-Aided Design and Applications
17742,Contemporary Jewry
17743,Current Research in Nutrition and Food Science
17744,Differencialnie Uravnenia i Protsesy Upravlenia
17745,Economists' Voice
17746,Education as Change
17747,Emergency and Critical Care Medicine
17748,Engineering Letters
17749,Farmacia
17750,FinanzArchiv
17751,Fluctuation and Noise Letters
17752,FormAkademisk
17753,Frontiers in Dentistry
17754,Geopersia
17755,Geoplanning
17756,Heart Surgery Forum
17757,HSE Economic Journal
17758,International Journal of Critical Illness and Injury Science
17759,International Journal of Performability Engineering
17760,International Journal of Risk and Safety in Medicine
17761,Italian Journal of Agrometeorology
17762,Jordan Journal of Business Administration
17763,Jordan Journal of Modern Languages and Literatures
17764,Journal of Childhood
17765,Journal of Latin American Cultural Studies
17766,Journal of Porphyrins and Phthalocyanines
17767,JSES Reviews
17768,Korean Journal of Mycology
17769,Language Learning in Higher Education
17770,Medical Journal of Malaysia
17771,Neuroforum
17772,Ornis Hungarica
17773,R-Economy
17774,Revue des Composites et des Materiaux Avances
17775,Russian Electrical Engineering
17776,Safety and Reliability
17777,Society
17778,Time and Mind
17779,Tire Science and Technology
17780,Transactions of the Association of European Schools of Planning
17781,Transactions of the Royal Society of South Australia
17782,Vascular and Endovascular Review
17783,Vestnik Sankt-Peterburgskogo Universiteta
17784,Veterinarni Medicina
17785,Advances in Experimental Medicine and Biology
17786,Advances in Tribology
17787,Applied Biochemistry and Microbiology
17788,Applied Environmental Research
17789,Austral journal of veterinary sciences
17790,Brazilian Journal of Food Technology
17791,British and Irish Orthoptic Journal
17792,Chinese Journal of Ship Research
17793,Commonwealth and Comparative Politics
17794,Comptes Rendus Chimie
17795,Conflict and Society
17796,Czasopismo Geograficzne
17797,Estudios de Psicologia
17798,Gastrointestinal Disorders
17799,Geology and Exploration
17800,Helgoland Marine Research
17801,Indonesian Journal of Geography
17802,International Journal of Advanced Operations Management
17803,International Journal of Communication Networks and Information Security
17804,International Journal of Management and Sustainability
17805,International Journal of Management in Education
17806,Journal of Canadian Studies
17807,Journal of Cetacean Research and Management
17808,Journal of Clinical Ethics
17809,Journal of Emergency and Critical Care Medicine
17810,Journal of Histotechnology
17811,Journal of Korean Society for Atmospheric Environment
17812,Journal of Natural Disasters
17813,Journal of Relationships Research
17814,Languages in Contrast
17815,Lua Nova
17816,Memoirs on Differential Equations and Mathematical Physics
